practice_code,practice_name
M81011,OMBERSLEY MEDICAL CENTRE
M81012,LEDBURY HEALTH PARTNERSHIP
M81015,STANMORE HOUSE SURGERY
M81016,RYELAND SURGERY
M81017,ELBURY MOOR MEDICAL CENTRE
M81018,WEOBLEY & STAUNTON ON WYE SURGERIES
M81019,WINYATES HEALTH CENTRE
M81020,THE DOW SURGERY
M81021,NEW ROAD SURGERY BROMSGROVE
M81022,HARESFIELD HOUSE SURGERY
M81024,MUCH BIRCH SURGERY
M81025,NEW ROAD SURGERY
M81026,HEREFORD MEDICAL GROUP
M81027,HAGLEY SURGERY
M81029,NEW BARN CLOSE SURGERY
M81032,CANTILUPE SURGERY
M81033,GREAT WITLEY SURGERY
M81034,SALTERS MEDICAL PRACTICE
M81035,ST MARTIN'S GATE SURGERY
M81037,THORNELOE LODGE SURGERY
M81038,UPTON SURGERY
M81039,WHITEACRES MEDICAL CENTRE
M81040,STOURPORT MEDICAL CENTRE
M81041,HILLVIEW MEDICAL CENTRE
M81042,TENBURY SURGERY
M81043,THE MORTIMER MEDICAL PRAC
M81044,ALTON STREET SURGERY
M81045,KNIGHTWICK SURGERY
M81046,ABBOTTSWOOD MEDICAL CENTRE
M81047,SPA MEDICAL PRACTICE
M81048,NUNWELL SURGERY
M81049,BARBOURNE HEALTH CENTRE
M81054,KINGTON MEDICAL PRACTICE
M81055,CORNHILL SURGERY
M81056,THE CHURCH STREET PRACTICE
M81057,BEWDLEY MEDICAL CENTRE
M81058,MERSTOW GREEN MEDICAL PRACTICE
M81061,PENDEEN SURGERY
M81063,ST JOHNS HOUSE SURGERY
M81064,HOLLYWOOD MEDICAL CENTRE
M81066,WARGRAVE HOUSE SURGERY
M81067,THE SURGERY KINGSTONE
M81068,AYLMER LODGE COOKLEY PARTNERSHIP
M81069,DAVENAL HOUSE SURGERY PARTNERSHIP
M81070,CHURCHFIELDS SURGERY
M81072,ALBANY HOUSE SURGERY
M81074,PERSHORE MEDICAL PRACTICE
M81075,MALVERN HEALTH CENTRE
M81076,COLWALL SURGERY
M81077,THE RIDGEWAY SURGERY
M81078,BARNT GREEN SURGERY
M81081,ST SAVIOURS SURGERY
M81082,ST. JOHNS SURGERY
M81083,HOLLYOAKS MEDICAL CENTRE
M81084,CATSHILL VILLAGE SURGERY
M81090,CHADDESLEY SURGERY
M81091,CORBETT MEDICAL PRACTICE
M81092,THE BRIDGE SURGERY
M81093,BELMONT MEDICAL CENTRE
M81094,ABBEY MEDICAL PRACTICE
M81600,CRADLEY SURGERY
M81604,FOWNHOPE MEDICAL CENTRE
M81605,THE GLEBELAND SURGERY
M81608,WOLVERLEY SURGERY
M81616,CRABBS CROSS MEDICAL CENTRE
M81617,CRABBS CROSS SURGERY
M81627,DEMONTFORT MEDICAL CENTRE
M81629,NEW COURT SURGERY
M81636,PRACTICE PLUS GROUP
M82002,MYTTON OAK MEDICAL PRACT.
M82003,STIRCHLEY MEDICAL PRACTICE
M82004,BRIDGNORTH MEDICAL PRACTICE
M82005,PLAS FFYNNON MEDICAL CTRE
M82006,RIVERSIDE MED.PRACTICE
M82007,CHARLTON MEDICAL PRACTICE
M82008,CHURCH STRETTON MEDICAL CENTRE
M82009,DAWLEY MEDICAL PRACTICE
M82010,MARKET DRAYTON MEDICAL PRACTICE
M82011,SHAWBURY MEDICAL PRACTICE
M82012,DONNINGTON MEDICAL PRACTICE
M82013,WESTBURY MEDICAL CENTRE
M82014,STATION DRIVE SURGERY
M82016,RADBROOK GREEN SURGERY
M82017,CLIVE MEDICAL PRACTICE
M82018,BEECHES MEDICAL PRACTICE
M82019,MUCH WENLOCK & CRESSAGE MEDICAL PRACTICE
M82020,KNOCKIN MEDICAL CENTRE
M82021,ALBRIGHTON MEDICAL PRACT
M82022,THE CAXTON SURGERY
M82023,PRESCOTT SURGERY
M82024,BROWN CLEE MEDICAL CENTRE
M82025,CHURCHMERE MEDICAL GROUP
M82026,CAMBRIAN MEDICAL PRACTICE
M82028,WELLINGTON ROAD SURGERY
M82030,PONTESBURY & WORTHEN MEDICAL PRACTICE
M82032,SEVERN FIELDS MEDICAL PRACTICE
M82033,BISHOPS CASTLE MEDICAL PRACTICE
M82034,CLAREMONT BANK SURGERY
M82035,WEM AND PREES MEDICAL PRACTICE
M82038,SHIFNAL & PRIORSLEE MEDICAL PRACTICE
M82039,WELLINGTON MEDICAL PRACTICE
M82040,MARYSVILLE MEDICAL PRACT
M82041,CLEOBURY MORTIMER SURGERY
M82042,WOODSIDE MEDICAL PRACTICE
M82043,LUDLOW - PORTCULLIS
M82046,CRAVEN ARMS SURGERY
M82047,MARDEN MEDICAL PRACTICE
M82048,BELVIDERE MEDICAL PRACT.
M82051,BROSELEY MEDICAL PRACTICE
M82056,LINDEN HALL SURGERY
M82057,HOLLINSWOOD SURGERY
M82058,HODNET MEDICAL PRACTICE
M82059,SHAWBIRCH MEDICAL CENTRE
M82060,SOUTH HERMITAGE SURGERY
M82601,ALVELEY MEDICAL PRACTICE
M82606,IRONBRIDGE MEDICAL PRACTICE
M82616,COURT STREET MEDICAL PRACTICE
M82620,THE MEADOWS MEDICAL PRACTICE
M83001,HORSEFAIR PRACTICE
M83004,MAYFIELD SURGERY
M83005,HEATHCOTE STREET SURGERY
M83006,THE WESTGATE PRACTICE
M83007,THE VILLAGE SURGERY
M83009,BREWOOD MEDICAL PRACTICE
M83010,GORDON STREET SURGERY
M83011,WERRINGTON VILLAGE SURGERY
M83012,LEEK HEALTH CENTRE
M83013,YOXALL
M83014,TRENT VALE MEDICAL PRACTICE
M83015,MADELEY PRACTICE
M83016,HIGH STREET SURGERY
M83017,ASHLEY SURGERY
M83018,GRAVEL HILL SURGERY
M83020,CUMBERLAND HOUSE
M83021,FURLONG MEDICAL CENTRE
M83022,HAZELDENE HOUSE SURGERY
M83023,KIDSGROVE MEDICAL CENTRE
M83024,CASTLEFIELDS
M83025,MILLER STREET SURGERY
M83026,CARLTON STREET SURGERY
M83027,TRENT MEADOWS
M83028,GLEBEDALE MEDICAL PRACTICE
M83030,THE LANGTON MEDICAL GROUP
M83031,RUSSELL HOUSE SURGERY
M83032,THE ALDERGATE MED.PRACT.
M83033,HEDNESFORD MEDICAL PRACTICE
M83034,SILVERDALE MEDICAL CENTRE
M83035,ALREWAS
M83036,RISING BROOK
M83037,TUTBURY HEALTH CENTRE
M83038,ORCHARD SURGERY
M83042,BRIDGE SURGERY
M83044,STAFFORD HEALTH AND WELLBEING
M83045,PENKRIDGE MEDICAL PRACTICE
M83046,BIDDULPH VALLEY SURGERY
M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT
M83048,THE NILE PRACTICE
M83049,HOLMCROFT
M83050,WOLVERHAMPTON ROAD SURGERY
M83051,WETMORE ROAD SURGERY
M83052,WEEPING CROSS HEALTH CENTRE
M83054,AUDLEY HEALTH CENTRE
M83056,WOLSTANTON MEDICAL CENTRE
M83057,MILL BANK
M83059,ABBOTS BROMLEY SURGERY
M83061,MILLRISE MEDICAL PRACTICE
M83062,LAUREL HOUSE SURGERY
M83063,NORTON CANES HEALTH CENTRE
M83065,BARTON
M83066,HARTSHILL MEDICAL CENTRE
M83067,LYME VALLEY MEDICAL CENTRE
M83068,BELGRAVE MEDICAL CENTRE
M83069,MANSION HOUSE
M83070,GNOSALL
M83071,PARK MEDICAL CENTRE
M83072,SALTERS MEADOW HEALTH CTR
M83073,STAPENHILL MEDICAL CENTRE
M83074,BALANCE STREET
M83075,NORFOLK STREET SURGERY
M83076,HARLEY STREET MEDICAL CTR
M83079,DR J GREIG & PARTNERS
M83084,MOUNT ROAD PRACTICE
M83088,HOLLIES PRACTICE
M83089,BIDDULPH DOCTORS
M83090,DUNROBIN STREET MEDICAL CENTRE
M83092,CROWN SURGERY
M83093,DALE MEDICAL PRACTICE
M83094,BROOK MEDICAL CENTRE
M83096,TARDIS SURGERY
M83097,BILBROOK MEDICAL CENTRE
M83100,DR RAJU AND PARTNERS
M83102,POTTERIES MEDICAL CENTRE
M83103,ALLEN STREET CLINIC
M83107,ALDERWOOD MEDICAL PRACTICE
M83108,WELL STREET MEDICAL CENTRE
M83109,DR MANICKAM & PARTNER
M83110,HEATHVIEW MEDICAL PRACTICE
M83111,RIVERSIDE SURGERY
M83113,DR KHARE'S SURGERY
M83117,CROWN MEDICAL PRACTICE
M83121,TEAN SURGERY
M83122,WATERHOUSES MEDICAL PRACT
M83123,BIRCHES HEAD MEDICAL CTR.
M83125,CLAVERLEY
M83126,LONGTON HALL SURGERY
M83127,COBRIDGE SURGERY
M83129,HEATH HAYES HEALTH CENTRE
M83130,RED LION SURGERY
M83132,LAKESIDE
M83138,DRS SHAH & TALPUR
M83139,MOSS STREET SURGERY
M83140,HIGHERLAND SURGERY
M83141,KINGSBRIDGE MEDICAL CENTRE
M83143,GOLDENHILL MEDICAL CENTRE
M83146,THE MOORCROFT MEDICAL CTR
M83148,THE PEEL MEDICAL PRACTICE
M83601,BRINSLEY AVENUE PRACTICE
M83608,QUINTON PRACTICE
M83616,DR I RASIB & PARTNERS
M83617,DARWIN MEDICAL CENTRE
M83619,HONEYWALL MEDICAL PRACTICE
M83624,CAMBRIDGE HOUSE
M83625,PRIMA CARE SURGERIES
M83627,APSLEY SURGERY
M83632,TRINITY MEDICAL CENTRE
M83637,CHADSMOOR MEDICAL PRACTICE
M83638,THE COLLIERY PRACTICE
M83640,ALTON SURGERY
M83641,MILL VIEW SURGERY
M83650,TUNSTALL PRIMARY CARE CENTRE
M83661,ADDERLEY GREEN SURGERY
M83668,TAMAR MEDICAL CENTRE
M83670,KEELE PRACTICE
M83680,NORTHGATE SURGERY
M83681,ALL SAINTS SURGERY
M83682,LUCIE WEDGEWOOD SURGERY LTD
M83691,BETLEY SURGERY
M83693,TRI-LINKS MEDICAL PRACTICE
M83697,MILEHOUSE MEDICAL PRACTICE
M83698,SOUTHFIELD WAY SURGERY
M83701,TALKE PITS CLINIC
M83703,BRERETON SURGERY
M83709,BADDELEY GREEN SURGERY
M83711,TRENTHAM MEWS MEDICAL CENTRE
M83713,MEIR MEDICAL PRACTICE
M83715,FEATHERSTONE
M83717,NORTON CANES SURGERY
M83718,PEEL CROFT
M83719,RAWNSLEY SURGERY
M83723,LOOMER MEDICAL PARTNERSHIP
M83725,BLURTON MEDICAL PRACTICE
M83727,NORTON CANES PRACTICE
M83738,AELFGAR SURGERY
M84001,RED ROOFS SURGERY
M84002,POOL MEDICAL CENTRE
M84003,ARBURY MEDICAL CENTRE
M84004,WHITEHALL MEDICAL PRACTICE
M84005,CHAPEL END SURGERY
M84006,PEAR TREE SURGERY
M84007,DORDON & POLESWORTH GROUP PRACTICE
M84008,SPRING HILL MEDICAL CENTRE
M84009,FENNY COMPTON SURGERY
M84010,AVONSIDE HEALTH CENTRE
M84011,BEDWORTH HEALTH CENTRE
M84012,PARK LEYS MEDICAL PRACTICE
M84013,CASTLE MEDICAL CENTRE
M84014,BRIDGE HOUSE MEDICAL CENTRE
M84015,CROFT MEDICAL CENTRE
M84016,WOLSTON SURGERY
M84017,CLARENDON LODGE MEDICAL CENTRE
M84018,BIDFORD HEALTH CENTRE
M84019,THE ATHERSTONE SURGERY
M84020,CLIFTON ROAD SURGERY
M84021,ROTHER HOUSE MEDICAL CENTRE
M84022,MANOR COURT SURGERY
M84023,CENTRAL SURGERY
M84024,HENLEY-IN-ARDEN MED CTR
M84025,SHIPSTON MEDICAL CENTRE
M84026,SOUTHAM SURGERY
M84028,PRIORY MEDICAL CENTRE
M84029,VALLEY ROAD MEDICAL PRACTICE
M84030,HASTINGS HOUSE SURGERY
M84031,REVEL SURGERY
M84032,WATERSIDE MEDICAL CENTRE
M84034,WHITESTONE SURGERY
M84035,WESTSIDE MEDICAL CENTRE
M84036,ABBEY MEDICAL CENTRE
M84037,THE GRANGE MEDICAL CENTRE
M84040,SHERBOURNE MEDICAL CENTRE
M84041,RIVERSLEY ROAD SURGERY
M84042,HAZELWOOD GROUP PRACTICE
M84043,TRINITY COURT SURGERY
M84044,HARBURY SURGERY
M84046,DUNCHURCH SURGERY
M84047,TANWORTH-IN-ARDEN MED CTR
M84049,ALCESTER HEALTH CENTRE
M84050,MARKET QUARTER MEDICAL PRACTICE
M84051,OLD MILL SURGERY
M84055,STOCKINGFORD MEDICAL CENTRE
M84059,SPA MEDICAL CENTRE
M84060,THE ARROW SURGERY
M84061,BULKINGTON SURGERY
M84062,VALE OF RED HORSE
M84063,CHASE MEADOW HEALTH CENTRE
M84064,WHITNASH MEDICAL CENTRE
M84065,BEECH TREE MEDICAL PRACTICE
M84066,MEON MEDICAL CENTRE
M84067,BENNFIELD SURGERY
M84069,BUDBROOKE MEDICAL CENTRE
M84070,WARWICK GATES FAM.HTH.CTR
M84609,WOODLANDS SURGERY
M84612,STATION STREET SURGERY
M84615,HARTSHILL HEALTH CENTRE
M84616,BROOKSIDE SURGERY
M84618,RUGBY ROAD SURGERY
M84620,LAPWORTH SURGERY
M84621,QUEENS ROAD SURGERY
M84627,THE OLD COLE HOUSE PRACTICE
M84629,ST WULFSTAN SURGERY
M85001,SHAH ZAMAN SURGERY
M85005,THE PARK MEDICAL CENTRE
M85006,GREEN RIDGE SURGERY
M85007,WEST HEATH SURGERY
M85009,HAMSTEAD ROAD SURGERY
M85011,THE SWAN MEDICAL CENTRE
M85013,CHURCH LANE - KHAN
M85014,KINGSBURY ROAD MEDICAL CENTRE
M85016,HILLCREST SURGERY
M85018,YARDLEY WOOD HEALTH CENTRE
M85019,TOWER HILL PARTNERSHIP
M85020,RAYDOCS NEWTOWN
M85021,MOSELEY MEDICAL CENTRE
M85023,MILLENNIUM MEDICAL CENTRE
M85024,THE LIMES MEDICAL CENTRE
M85025,BATH ROW MEDICAL PRACTICE
M85026,ASHFIELD SURGERY
M85027,LEACH HEATH MEDICAL CENTRE
M85028,LORDSWOOD HOUSE GROUP MEDICAL PRACTICE
M85029,COLLEGE GREEN MEDICAL PRACTICE
M85030,ST HELIERS MEDICAL PRACTICE
M85031,THE HARLEQUIN SURGERY
M85033,THE MANOR PRACTICE
M85034,OMNIA PRACTICE
M85035,WOODGATE VALLEY HEALTH CENTRE
M85037,KINGSFIELD MEDICAL CENTRE
M85041,BOURNBROOK VARSITY MEDICAL CENTRE
M85042,SELLY PARK SURGERY
M85043,HAWKESLEY MEDICAL PRACTICE
M85046,SUTTON COLDFIELD GROUP PRACTICE
M85047,WOODLAND ROAD SURGERY
M85048,CHURCH ROAD SURGERY
M85051,FIRSTCARE PRACTICE
M85053,THE ST.CLEMENTS SURGERY
M85055,SELLY OAK HEALTH CENTRE
M85056,WEOLEY PARK SURGERY
M85058,HARBORNE MEDICAL PRACTICE
M85060,THE OAKS MEDICAL CENTRE
M85061,YARDLEY GREEN MEDICAL CENTRE
M85062,SHENLEY GREEN SURGERY
M85063,MIDLANDS MEDICAL PARTNERSHIP
M85065,POPLARS SURGERY
M85066,WARD END MEDICAL CENTRE
M85070,RESERVOIR ROAD SURGERY
M85071,WYCHALL LANE SURGERY
M85074,WAKE GREEN SURGERY
M85076,GREAT PARK MEDICAL GROUP
M85077,NORTHWOOD MEDICAL CENTRE
M85078,OAKWOOD SURGERY
M85079,EDEN COURT MEDICAL PRACTICE
M85081,THE DOVE MEDICAL PRACTICE
M85082,HANDSWORTH MEDICAL PRACT.
M85084,THE WAND MEDICAL CENTRE
M85086,COFTON MEDICAL CENTRE
M85087,COLLEGE ROAD SURGERY
M85088,KARIS MEDICAL CENTRE
M85094,YARDLEY MEDICAL CENTRE
M85097,CRANES PARK ROAD SURGERY
M85098,ROTTON PARK MEDICAL CENTRE
M85105,VICTORIA ROAD SURGERY
M85107,FIRS SURGERY
M85108,SMALL HEATH MEDICAL PRACTICE
M85110,SALTLEY AND FERNBANK MEDICAL PRACTICE
M85113,BUCKLANDS END LANE SURGERY
M85115,SUTTON ROAD SURGERY
M85116,FERNLEY MEDICAL CENTRE
M85117,BARTLEY GREEN MEDICAL PRACTICE
M85118,BALDWINS LANE SURGERY
M85123,AL-SHAFA MEDICAL CENTRE
M85124,BELLEVUE MEDICAL CENTRE
M85128,DR WALJI AND COLLEAGUES
M85136,DRUIDS HEATH SURGERY
M85139,ALPHA MEDICAL PRACTICE
M85141,SCHOOLACRE ROAD SURGERY
M85143,JIGGINS LANE MEDICAL CENTRE
M85145,THE SLIEVE SURGERY
M85146,THE KHATTAK MEMORIAL SURGERY
M85149,ALUM ROCK MEDICAL CENTRE
M85153,WEATHER OAK MEDICAL CENTRE
M85154,FINCH ROAD PRIMARY CARE CENTRE
M85155,KINGSTANDING CIRCLE SURGERY
M85156,RIVER BROOK MEDICAL CENTRE
M85158,APOLLO SURGERY
M85164,NEWPORT MEDICAL GROUP
M85167,UNIVERSITY MEDICAL PRACTICE
M85170,GATE MEDICAL CENTRE
M85171,ROWLANDS ROAD SURGERY
M85172,RIDGACRE HOUSE SURGERY
M85174,THE BROOK SURGERY
M85175,THE HAWTHORNS SURGERY
M85176,KIRPAL MEDICAL PRACTICE
M85177,SWANSWELL MEDICAL CENTRE
M85178,MODALITY BIRMINGHAM
M85179,MAYPOLE HEALTH SURGERY Y
M85600,REA VALLEY HEALTH PARTNERSHIP
M85624,PERRY PARK SURGERY
M85634,HEATHFIELD FAMILY CENTRE
M85642,CAVENDISH MEDICAL PRACTICE
M85669,TUDOR PRACTICE STOCKLAND GREEN
M85670,GREENFIELD MEDICAL CENTRE
M85676,VICTORIA ROAD MEDICAL CTR
M85679,CHARLES ROAD SURGERY
M85680,COTTERILS LANE SURGERY
M85684,CITY ROAD MEDICAL CENTRE
M85686,DR KULSHRESTHA FAMILY PRACTICE
M85693,FEATHERSTONE MEDICAL CENTRE
M85694,GARRETTS GREEN LANE SURGERY
M85697,CHURCH ROAD SURGERY
M85699,COVENTRY ROAD MEDICAL CENTRE
M85701,BURBURY MEDICAL CENTRE
M85706,DRUID GROUP - EMC SURGERY
M85711,CITY HEALTH CENTRE
M85713,HIGHGATE MEDICAL CENTRE
M85715,SOHO ROAD PRIMARY CARE CENTRE
M85716,DR KHUROO'S PRACTICE
M85717,DOWNSFIELD MEDICAL CENTRE
M85721,HOLYHEAD PRIMARY HEALTH CARE CENTRE
M85722,NASEBY MEDICAL CENTRE
M85730,DOSKI MEDICAL PRACTICE
M85732,BLOOMSBURY SURGERY
M85733,MOOR GREEN LANE MEDICAL CENTRE
M85735,GREET MEDICAL PRACTICE
M85736,ACOCKS GREEN MEDICAL CENTRE
M85739,PAK HEALTH CENTRE
M85746,MIRFIELD SURGERY
M85749,AUBREY ROAD MEDICAL CENTRE
M85756,SPRINGFIELD MEDICAL PRACT
M85757,SOHO ROAD HEALTH CENTRE
M85759,NECHELLS PRACTICE
M85766,BALSALL HEATH HEALTH CENTRE (S)
M85770,THE SHELDON MEDICAL CENTRE
M85774,SPRINGFIELD SURGERY
M85778,HALCYON MEDICAL
M85779,AYLESBURY SURGERY
M85781,BORDESLEY GREEN SURGERY
M85783,STRENSHAM ROAD SURGERY
M85792,COTMORE SURGERY
M85794,"THE BALAJI SURGERY, THE SPARKBROOK CHC"
M85797,HOCKLEY MEDICAL PRACTICE
M85803,PEARL MEDICAL CENTRE
M85805,ANN MARIE HOWES CENTRE
M85813,BIRMINGHAM WIC
M86001,WILLENHALL  PRIMARY CARE CENTRE - 1
M86002,LONGFORD PRIMARY CARE CENTRE
M86003,SKY BLUE MEDICAL GROUP
M86004,ALLESLEY PARK MEDICAL CTR
M86005,HILLFIELDS HEALTH CENTRE - 1
M86006,JUBILEE HEALTHCARE
M86007,PHOENIX FAMILY CARE
M86008,THE GABLES MEDICENTRE
M86009,ENGLETON HOUSE SURGERY
M86010,FORREST MEDICAL CENTRE
M86012,PRIORY GATE PRACTICE
M86014,THE FORUM HEALTH CENTRE
M86015,KENYON MEDICAL CENTRES
M86016,GODIVA GROUP PRACTICE
M86017,MANSFIELD MEDICAL CENTRE
M86018,MOSELEY AVENUE SURGERY
M86019,WESTWOOD MEDICAL H/CENTRE
M86020,WOOD END HEALTH CENTRE
M86021,SPRINGFIELD MEDICAL PRACTICE
M86027,CHEYLESMORE SURGERY
M86028,CENTRAL MEDICAL CENTRE
M86029,BROOMFIELD PARK MED.CTR.
M86030,KENSINGTON ROAD SURGERY
M86032,HOLBROOKS HEALTH TEAM
M86033,WILLENHAL OAK MEDICAL CENTRE
M86034,WOODSIDE MEDICAL CENTRE
M86035,HENLEY GREEN MEDICAL CENTRE
M86037,QUINTON PARK MEDICAL CENTRE
M86038,BREDON AVENUE SURGERY
M86039,ALLESLEY VILLAGE SURGERY
M86040,WALSGRAVE HEALTH CENTRE
M86041,CLAY LANE MEDICAL PRACTICE
M86044,PARK HOUSE
M86045,PARADISE MEDICAL CENTRE
M86046,COPSEWOOD MEDICAL CENTRE
M86048,WINDMILL SURGERY
M86605,LIMBRICK WOOD SURGERY
M86610,ST GEORGES ROAD SURGERY
M86612,GEORGE ELIOT MEDICAL CENTRE
M86617,HILLFIELDS - DR BANO
M86622,GOVIND HEALTH CENTRE
M86624,COVENTRY GP GROUP OF PRACTICES
M86627,STOKE ALDERMOOR MED CTRE
M86633,EDGWICK MEDICAL CENTRE
M86638,WOODWAY MEDICAL CENTRE
M87001,MEADOWBROOK SURGERY
M87003,MOSS GROVE SURGERY
M87005,THREE VILLAGES MEDICAL PRACTICE
M87006,EVE HILL MEDICAL PRACTICE
M87007,THE RIDGEWAY SURGERY
M87008,KINGSWINFORD MEDICAL PRACTICE
M87009,AW SURGERIES
M87010,THE WATERFRONT SURGERY
M87011,LION HEALTH
M87012,THE GREENS HEALTH CENTRE
M87013,TANDON MEDICAL CENTRE (ORAM & PARTNERS)
M87014,LAPAL MEDICAL PRACTICE
M87015,LOWER GORNAL MEDICAL PRACTICE
M87016,WOODSETTON MEDICAL CENTRE
M87017,STEPPINGSTONES MEDICAL PRACTICE
M87018,THE SUMMERHILL SURGERY
M87019,THE LIMES SURGERY MEDICAL CENTRE
M87020,FELDON LANE PRACTICE
M87021,COSELEY MEDICAL CENTRE
M87023,WORDSLEY GREEN HEALTH CENTRE
M87024,WYCHBURY MEDICAL GROUP
M87025,LIMESTONE SURGERY
M87026,ST JAMES MEDICAL PRACTICE2
M87027,QUARRY BANK MEDICAL CENTRE
M87028,ANCHOR MEDICAL PRACTICE
M87030,PEDMORE MEDICAL PRACTICE
M87034,CLEMENT ROAD MEDICAL PRACTICE
M87036,BEAN MEDICAL PRACTICE
M87037,NORTHWAY MEDICAL CENTRE
M87041,RANGEWAYS ROAD SURGERY
M87601,KEELINGE HOUSE
M87602,HALESOWEN MEDICAL PRACTICE
M87605,CENTRAL CLINIC
M87612,ST JAMES MEDICAL PRACTICE1
M87617,LINKS MEDICAL PRACTICE
M87618,QUINCY RISE SURGERY
M87620,CASTLE MEADOWS SURGERY
M87621,BATH STREET MEDICAL CENTRE
M87623,ALEXANDRA MEDICAL CENTRE
M87628,CHAPEL STREET MEDICAL CENTRE
M87632,CRI ATLANTIC HOUSE
M87638,THORNS ROAD SURGERY
M88001,THE VILLAGE MEDICAL CENTRE
M88002,THE SMETHWICK MEDICAL CENTRE
M88003,WARLEY MEDICAL CENTRE
M88004,REGIS MEDICAL CENTRE
M88006,CAPE HILL MEDICAL CENTRE
M88007,OAKESWELL HEALTH CENTRE
M88008,STONE CROSS MEDICAL CENTRE
M88009,NORVIC FAMILY PRACTICE
M88010,SWANPOOL MEDICAL CENTRE
M88013,BLACK COUNTRY FAMILY PRACTICE
M88014,DR GUDI PV & PARTNER
M88015,GREAT BARR PRACTICE
M88016,OLD HILL MEDICAL CENTRE
M88018,OLDBURY HEALTH CENTRE
M88019,BEARWOOD ROAD SURGERY
M88020,SHERWOOD HOUSE MEDICAL PRACTICE
M88021,SCOTT ARMS MEDICAL CENTRE
M88022,JUBILEE HEALTH CENTRE
M88023,TAME VALLEY MEDICAL CENTRE
M88026,PORTWAY FAMILY PRACTICE
M88030,CHURCH VIEW SURGERY
M88035,NEW STREET SURGERY
M88038,LINKWAY MEDICAL PRACTICE
M88040,ST PAUL'S MEDICAL PRACTICE
M88041,HAWTHORNS MEDICAL CENTRE
M88042,BEARWOOD MEDICAL CENTRE
M88043,HADEN VALE SURGERY
M88600,THE VICTORIA SURGERY
M88610,SAREPHED MEDICAL CENTRE
M88612,GLEBEFIELDS SURGERY
M88616,GREAT BRIDGE PSHIP FOR HEALTH
M88618,"WALFORD STREET, TIVIDALE"
M88619,DR ARORA RK
M88620,CAUSEWAY GREEN ROAD SURGERY
M88625,ST PAUL'S PARTNERSHIP - LYNG MEDICAL
M88626,DR UI HAQUE N
M88628,DR SINGH M
M88630,CLIFTON LANE MEDICAL CENTRE
M88633,LODGE ROAD SURGERY
M88635,DOG KENNEL LANE SURGERY
M88639,ST PAULS PARTNERS
M88640,WARLEY ROAD SURGERY
M88643,THE SPIRES HEALTH CENTRE
M88645,HILL TOP MEDICAL CENTRE
M88646,DR DEWAN VK
M88647,ROOD END MEDICAL PRACTICE
M89001,PARKFIELD MEDICAL CENTRE
M89002,KINGSHURST MEDICAL PRACTICE
M89003,GPS HEALTHCARE
M89005,ST.MARGARETS MEDICAL PRACTICE
M89007,RICHMOND MEDICAL CENTRE
M89008,BOSWORTH MEDICAL GROUP
M89009,MANOR HOUSE LANE SURGERY
M89010,DORRIDGE SURGERY
M89012,CROFT MEDICAL CENTRE
M89013,ARRAN MEDICAL CENTRE
M89015,NORTHBROOK HEALTH CENTRE
M89016,BALSALL COMMON & MERIDEN GROUP PRACTICE
M89017,SOLIHULL HEALTHCARE PARTNERSHIP
M89019,HOBS MOAT MEDICAL CENTRE
M89021,COVENTRY ROAD PRACTICE
M89024,GRAFTON ROAD SURGERY
M89026,THE CASTLE PRACTICE
M89027,GREEN LANE SURGERY
M89030,ARDEN MEDICAL CENTRE
M89608,HAMPTON SURGERY
M91003,SINA HEALTH CENTRE
M91004,ST PETER'S SURGERY
M91006,PARKSIDE MEDICAL PRACTICE
M91007,ST JOHN'S MEDICAL CENTRE
M91008,LITTLE LONDON SURGERY
M91009,STREETS CORNER SURGERY
M91010,PORTLAND MEDICAL PRACTICE
M91013,LOCKFIELD SURGERY
M91014,BRACE STREET HEALTH CENTRE
M91015,UMBRELLA MEDICAL
M91016,NEW INVENTION HEALTH CENTRE
M91017,NORTHGATE MEDICAL CENTRE
M91018,SADDLERS HEALTH CENTRE
M91019,RUSHALL MEDICAL CENTRE
M91021,LOCKSTOWN PRACTICE
M91024,CHAPEL STREET SURGERY
M91026,DARLASTON FAMILY PRACTICE
M91028,MODALITY KINGFISHER DARLASTON PRACTICE
M91029,MOSSLEY & DUDLEY FIELDS MEDICAL PRACTICE
M91032,COLLINGWOOD FAMILY PRACTICE
M91033,WILLENHALL MEDICAL CENTRE
M91034,BLOXWICH MEDICAL PRACTICE
M91036,HARDEN HEALTH CENTRE
M91602,KHAN MEDICAL PRACTICE
M91609,NEW ROAD MEDICAL CENTRE
M91611,BEECHDALE CENTRE
M91612,ST MARY'S SURGERY
M91613,FORRESTER STREET MEDICAL CENTRE
M91614,STROUD PRACTICE
M91616,PLECK HEALTH CENTRE
M91619,BROADWAY MEDICAL CENTRE
M91621,PALFREY HEALTH CENTRE
M91623,LOWER FARM HEALTH CENTRE
M91624,MOXLEY MEDICAL CENTRE
M91626,HOLLAND PARK SURGERY
M91628,BRACE STREET HC- KUMAR
M91629,BIRCHILLS HEALTH CENTRE
M91637,BLACKWOOD HEALTH CENTRE
M91639,WALSALL WOOD HEALTH CENTRE
M91640,ROUGH HAY SURGERY
M91641,DARLASTON MEDICAL CENTRE
M91642,QUESLETT MEDICAL CENTRE
M91647,PILLAI
M91650,PINFOLD MEDICAL
M91654,HIGH STREET SURGERY
